BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,LOG_BALANCE,LOG_CASH_ADVANCE,LOG_PAYMENTS,CREDIT_UTILIZATION_RATIO,PAYMENT_RATIO,MONTHLY_AVG_PURCHASES,MONTHLY_AVG_PAYMENTS,Cluster,KMeans_Cluster,Agglomerative_Cluster,Agglo_Cluster
1989.072228,1.0,504.35,166.0,338.35,0.0,0.666667,0.083333,0.583333,0.0,0,9,13000.0,1720.837373,744.613395,0.0,12,7.59592621253726,0.0,7.451147239761315,0.153005556,2.3110481016796642,42.02916666666667,143.40311441666668,2,2,0,0
3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,1053.980464,12465.54938,0.0,12,8.182830589190715,0.0,6.96127752820317,0.89449273325,0.08455146515171079,33.22,87.83170533333333,3,1,2,2
2016.684686,1.0,176.68,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0,8,2000.0,223.0686,13557.29726,0.0,12,7.609705937961825,0.0,5.411952254970081,1.008342343,0.01645376624278577,14.723333333333334,18.58905,0,1,2,2
6369.531318,1.0,6359.95,5910.04,449.91,229.028245,1.0,0.916667,1.0,0.333333,6,92,11250.0,2077.959051,1659.775075,0.0,12,8.75943815450699,5.438202105731185,7.639622591175338,0.5661805616000001,1.2519521965950717,529.9958333333333,173.16325425,1,3,1,1
132.34224,0.636364,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0,17,1800.0,2359.629958,86.329554,0.0,12,4.892919056208852,0.0,7.766683793755752,0.07352346666666666,27.332817658249457,67.99166666666666,196.63582983333333,2,2,0,0
3800.151377,0.818182,4248.35,3454.56,793.79,7974.415626,1.0,0.083333,0.916667,0.333333,13,13,9000.0,9479.043842,1425.426525,0.0,12,8.24305929376845,8.984119042407901,9.156944219921918,0.4222390418888889,6.649970149811825,354.0291666666667,789.9203201666666,3,0,2,2
5368.571219,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4,0,6000.0,1422.726707,1657.002877,0.0,11,8.588503336828897,6.684549054454003,7.261033154311494,0.8947618698333334,0.8586145061955738,0.0,129.33879154545454,0,1,2,2
169.781679,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,215.306142,163.005536,0.0,12,5.140386009793119,0.0,5.3766947283025095,0.056593893,1.3208517163490692,33.300000000000004,17.9421785,1,2,3,3
1615.96724,1.0,102.0,102.0,0.0,244.840485,0.166667,0.166667,0.0,0.25,5,2,1700.0,890.178845,971.183209,0.0,12,7.388307599631616,5.504682890648139,6.792545131234186,0.9505689647058824,0.9165920876212348,8.5,74.18157041666667,2,1,0,0
125.694817,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,207.773715,164.748819,0.0,12,4.841781178834473,0.0,5.341250962068848,0.12569481700000001,1.2611545033290952,19.44,17.314476250000002,3,2,3,3
7152.864372,1.0,387.05,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.833333,16,8,10500.0,1601.448347,1648.851345,0.0,12,8.87540796129427,7.7129558941159795,7.379287955514028,0.6812251782857143,0.9712508964839398,32.25416666666667,133.45402891666666,0,0,2,2
22.06349,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0,5,6900.0,160.767773,159.684442,0.0,12,3.1382508477086843,0.0,5.086161806788292,0.0031976072463768116,1.0067841988012833,8.333333333333334,13.397314416666667,1,2,0,0
12136.21996,1.0,3038.01,1013.2,2024.81,3183.583301,1.0,0.166667,1.0,0.5,10,64,13000.0,4230.323491,3292.01503,0.0,12,9.40403204003681,8.066076727735902,8.350270105136044,0.9335553815384615,1.2850255701900608,253.16750000000002,352.52695758333334,2,0,2,2
1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2,45,6000.0,645.998299,256.848991,0.0,12,7.05899314124371,5.175108258224256,6.472343665440258,0.19371222066666666,2.515089884079007,112.30916666666667,53.83319158333333,3,2,3,3
6732.823064,1.0,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0,0.166667,3,3,10500.0,1720.118876,2506.745366,0.0,12,8.81489832435355,7.08215701747797,7.45072986762036,0.6412212441904762,0.6861960928822955,27.079166666666666,143.34323966666668,0,0,2,2
125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,1200.0,423.449696,196.301885,0.3,12,4.841509907585915,0.0,6.050793496962728,0.10471704416666668,2.157135149262576,53.06583333333333,35.28747466666667,1,2,3,3
3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0,14,11000.0,8735.607835,17862.55831,0.0,12,8.16567680947387,0.0,9.07527727374647,0.31973651054545454,0.48904572813120184,45.60666666666666,727.9673195833334,2,0,2,2
1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1,0,1800.0,351.500199,634.569311,0.0,12,7.412975691461382,4.6078103676392335,5.865051186791171,0.9201948783333334,0.5539193164669132,0.0,29.291683250000002,3,1,0,0
7427.076941,1.0,0.0,0.0,0.0,8873.375046,0.0,0.0,0.0,0.727273,11,0,9000.0,1636.361601,1986.843608,0.0,11,8.913022280658046,9.090923194512087,7.400841445464237,0.8252307712222222,0.8235985934731911,0.0,148.76014554545455,0,0,0,0
4047.480828,1.0,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7,41,5000.0,1617.894416,1541.141605,0.0,12,8.306096985533877,7.43759551434736,7.389498735985844,0.8094961656,1.0498025689209787,198.3791666666667,134.82453466666666,1,0,2,2
6269.418144,1.0,204.0,204.0,0.0,2925.699862,0.083333,0.083333,0.0,0.333333,12,2,9000.0,1237.111661,2049.408839,0.0,12,8.743598321036485,7.981630740265749,7.121342643846067,0.696602016,0.6036431762457134,17.0,103.09263841666666,2,0,2,2
1411.60223,0.454545,963.24,963.24,0.0,6173.682877,0.083333,0.083333,0.0,0.333333,6,6,7500.0,20071.07544,719.948985,0.333333,12,7.253188835622875,8.728212804225999,9.907084846508704,0.18821363066666666,27.878468972353648,80.27,1672.58962,3,0,2,2
663.44781,0.727273,0.0,0.0,0.0,3133.063934,0.0,0.0,0.0,0.25,3,0,1800.0,3067.05783,283.333445,0.166667,12,6.4989563348130215,8.050085822835518,8.028800011722797,0.3685821166666667,10.824905721948923,0.0,255.5881525,0,1,2,2
784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11,27,3000.0,1262.309666,363.142736,0.111111,12,6.666816530684591,7.691391768051934,7.141490275195939,0.2616299206666667,3.4760702634569567,127.21583333333332,105.19247216666668,1,1,0,0
4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,868.275275,1801.264841,0.0,12,8.320134161099263,0.0,6.767659847255586,0.9121579551111111,0.4820364308659706,16.985,72.35627291666667,2,1,0,0
1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1,0,1500.0,378.294227,321.354137,0.0,12,7.216520318304293,7.3015438765324925,5.938312228436658,0.9071615846666667,1.177187978756284,0.0,31.524518916666665,3,1,0,0
5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0,20,8500.0,1430.341501,1318.71492,0.0,12,8.578654280990072,0.0,7.266367396088755,0.625405364,1.0846480003426369,127.12,119.19512508333334,0,2,3,3
2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2,5,2400.0,0.0,312.343947,0.0,12,7.715708484295577,5.223856135082514,0.0,0.9342965358333334,0.0,36.416666666666664,0.0,1,1,0,0
474.447149,0.5,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1,3,1700.0,176.013005,147.199792,0.0,8,6.1642557275430345,6.92230841846234,5.1762232044509755,0.27908655823529416,1.1957422127335613,13.7175,22.001625625,2,1,0,0
3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7,0,4200.0,0.0,312.343947,0.0,12,8.271576816437468,7.591797737565931,0.0,0.930978865952381,0.0,0.0,0.0,3,1,0,0
229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0,87,3300.0,2543.953559,175.657825,0.916667,12,5.441842562471876,0.0,7.841867680880996,0.0696567209090909,14.482437995574635,199.21666666666667,211.99612991666666,0,2,3,3
863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2,3,4000.0,587.866451,286.448719,0.083333,12,6.762509636519377,6.545489246856135,6.37819941940262,0.21595245825,2.0522572174602742,42.291666666666664,48.98887091666666,1,1,0,0
4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37,9,12000.0,8113.297346,1012.415961,0.0,8,8.50356714851695,9.051537894261187,9.001382889138817,0.4109443214166667,8.013798338368947,112.6775,1014.16216825,2,0,2,2
1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0,18,2500.0,1399.82834,1322.446601,0.0,12,6.98461313423923,0.0,7.244819012063394,0.43155542599999996,1.058514074550523,258.9875,116.65236166666666,3,2,3,3
1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3,0,3500.0,691.825279,581.481917,0.0,12,7.356714711115268,5.775666250117309,6.540777844746521,0.4473374568571428,1.1897623275531715,0.0,57.652106583333335,0,1,0,0
464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1,11,3000.0,3110.052742,132.446091,0.2,9,6.143486153494597,7.591995663032507,8.042716450145122,0.15489138533333333,23.481649918984775,219.91333333333333,345.56141577777777,1,1,2,2
6.660517,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0,8,1000.0,417.016763,312.343947,0.0,12,2.0360794749475026,0.0,6.035521534591471,0.0066605169999999995,1.335120360120185,25.833333333333332,34.75139691666667,2,2,0,0
1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0,6,6000.0,0.0,312.343947,0.0,12,7.180066815653793,0.0,0.0,0.2186659973333333,0.0,106.99166666666667,0.0,3,1,0,0
3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5,4,4000.0,0.0,312.343947,0.0,12,8.195945551115749,6.506484476961441,0.0,0.9063045365000001,0.0,26.105833333333333,0.0,0,1,0,0
2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.916667,0.916667,0.5,0.0,0,42,7500.0,5678.729613,1311.514878,0.083333,12,7.777931129105488,0.0,8.644658907237051,0.3181774172,4.3299010238143865,434.8016666666667,473.22746775,1,3,3,3
3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3,0,4000.0,764.938728,1600.212243,0.0,11,8.287059960355426,5.418654989798585,6.64110217698512,0.99278469125,0.4780232943137156,0.0,69.53988436363636,2,1,0,0
5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4,6,6000.0,2110.557023,1895.02617,0.0,12,8.611576407176658,6.878935275721404,7.655180879929307,0.9156506766666667,1.1137350272054554,19.083333333333332,175.87975191666666,3,1,2,2
1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6500.0,3509.686561,548.105836,0.0,12,7.539087709835567,0.0,8.16356689875695,0.2890944666153846,6.403300841700945,9.416666666666666,292.4738800833333,0,1,0,0
1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,338.083661,837.215674,0.0,12,7.350383665303308,0.0,5.826246864544016,0.972371063125,0.4038190773289321,5.516666666666667,28.173638416666666,1,1,0,0
809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7,0,4150.0,4372.148648,241.645387,0.090909,11,6.6977537147139135,8.248181724327607,8.383238543060216,0.19508023566265062,18.093242756585294,0.0,397.4680589090909,2,0,2,2
7.152356,0.090909,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,0.0,312.343947,0.0,12,2.0983069652318713,0.0,0.0,0.0044702225,0.0,70.0,0.0,3,2,0,0
1923.886805,1.0,1887.64,0.0,1887.64,1605.949371,1.0,0.0,1.0,0.083333,4,61,1850.0,3688.045998,3266.996777,0.083333,12,7.562622442395542,7.382092859951851,8.213123166480717,1.0399388135135135,1.1288795948512196,157.30333333333334,307.3371665,0,1,0,0
1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0,11,1800.0,777.451648,897.905444,0.0,12,7.472534847055442,0.0,6.657306880160869,0.9766999927777779,0.8658502442491038,34.36083333333333,64.78763733333334,1,1,0,0
809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1,0,1500.0,146.074769,179.412493,0.0,8,6.698079941478827,6.812811001027565,4.990941090122055,0.5398983033333333,0.8141839319963075,0.0,18.259346125,2,1,0,0
1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6,0,2500.0,540.022225,352.883804,0.0,12,7.363472991848201,5.950404365369237,6.293460359333536,0.6305220116,1.5303117311668972,0.0,45.00185208333334,3,1,0,0
3990.523579,1.0,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333,0.0,0,8,6000.0,6876.836205,1001.607366,0.083333,12,8.291928286371425,0.0,8.836059376373083,0.6650872631666667,6.86580035095309,21.958333333333332,573.06968375,0,1,0,0
1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1700.0,1623.816348,923.505868,0.0,12,7.438639665474121,0.0,7.393150071761594,0.9996679329411765,1.7583173039459237,113.64083333333333,135.318029,1,1,0,0
5487.683724,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4,11,6250.0,1288.214909,2180.881868,0.0,12,8.610443746922588,6.439988164471771,7.1617887144105605,0.8780293958400001,0.590685322255153,34.925000000000004,107.35124241666666,2,1,0,0
2990.422186,0.909091,4523.27,1664.09,2859.18,27296.48576,0.666667,0.5,0.583333,0.833333,27,33,7000.0,28232.69446,1107.030803,0.454545,12,8.00350420079196,10.214549880228592,10.248271382681262,0.4272031694285714,25.50307939353698,376.9391666666667,2352.7245383333334,3,0,2,2
656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3,0,7000.0,910.457985,140.983193,0.25,8,6.487703820419449,7.296650461658413,6.815045498706368,0.09371614428571429,6.457918604524725,0.0,113.807248125,0,1,0,0
1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0,8,2250.0,889.017418,622.757696,0.0,10,7.501066886022223,0.0,6.791241033321197,0.8039877417777778,1.4275494686138732,71.39,88.9017418,1,1,0,0
532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0,7,6000.0,1305.177304,175.510344,0.0,11,6.2791488389323,0.0,7.174860061724275,0.0887224195,7.436469408321598,71.99454545454546,118.65248218181819,2,2,0,0
5860.433624,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0,14,6000.0,1990.044998,2161.428274,0.0,12,8.676149498383959,0.0,7.596414904511969,0.9767389373333334,0.9207083214087725,46.8225,165.83708316666667,3,1,2,2
1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0,17,11000.0,2959.920544,623.656993,0.0,12,7.45508935392666,0.0,7.993255493563906,0.1570580408181818,4.74607128152574,50.509166666666665,246.66004533333333,0,2,3,3
578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0,8,1500.0,1438.910569,190.186542,0.0,12,6.362699910035696,0.0,7.272336285780348,0.3858731193333333,7.565785432914596,26.666666666666668,119.90921408333332,1,2,3,3
1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1,0,1200.0,29.278671,8242.687678,0.0,12,7.095658461149205,3.6718808174590887,3.410443537249367,1.0047638983333333,0.003552078174470412,0.0,2.43988925,2,1,0,0
6593.820644,1.0,388.66,388.66,0.0,4621.93458,0.583333,0.583333,0.0,0.416667,7,7,7000.0,1624.583114,2503.40234,0.0,12,8.794039869027245,8.438784972903889,7.393621869780999,0.9419743777142857,0.6489500660928519,32.388333333333335,135.38192616666666,3,0,2,2
17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0,13,5000.0,357.802082,121.523416,0.181818,12,2.910041642177587,0.0,5.882770932843391,0.0034715125999999997,2.944305663692008,20.404166666666665,29.816840166666665,0,2,3,3
81.584711,0.272727,0.0,0.0,0.0,2985.300006,0.0,0.0,0.0,0.166667,5,0,9500.0,116.569033,164.692136,0.0,12,4.413824566542096,8.001790443916308,4.767025675958524,0.008587864315789473,0.707799630457158,0.0,9.714086083333333,1,1,0,0
3.78631,0.636364,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0,5,12000.0,210.053432,99.533735,0.444444,12,1.5657597596409527,0.0,5.352111333645686,0.0003155258333333333,2.1103742565271966,11.0875,17.504452666666666,2,2,0,0
42.46443,0.545455,396.0,0.0,396.0,0.0,0.5,0.0,0.416667,0.0,0,12,1200.0,725.606194,140.809454,1.0,12,3.7719429024452684,0.0,6.588384644386054,0.035387025,5.153107077597219,33.0,60.46718283333333,3,2,0,0
1935.362486,1.0,4915.6,4515.34,400.26,293.844792,1.0,1.0,0.333333,0.083333,1,50,9000.0,4921.066897,594.756686,0.0,12,7.568566484814462,5.686449089071931,8.501483822284888,0.21504027622222222,8.274084197516697,409.6333333333334,410.0889080833333,0,3,3,3
134.917202,1.0,1247.8,1247.8,0.0,0.0,1.0,1.0,0.0,0.0,0,22,16500.0,1275.229436,171.357189,1.0,12,4.912045891513179,0.0,7.151665256518504,0.008176800121212122,7.441937180703869,103.98333333333333,106.26911966666667,1,2,3,3
7069.950386,1.0,1603.78,1445.14,158.64,5626.004046,1.0,0.833333,1.0,0.75,23,23,11000.0,4589.873897,1876.262988,0.0,12,8.863750175033168,8.635332438466254,8.431825676435697,0.6427227623636365,2.446284943185161,133.64833333333334,382.4894914166667,2,0,2,2
8181.251131,1.0,2258.01,1318.78,939.23,5251.228934,1.0,0.75,1.0,0.75,21,60,13500.0,3021.575846,2074.581541,0.0,12,9.00972259112514,8.566407824343202,8.01386467597063,0.6060186022962963,1.4564748534991425,188.16750000000002,251.79798716666667,3,0,2,2
4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1,1,4500.0,1073.844885,968.941265,0.0,12,8.30358049140179,4.656225059955752,6.979931637127268,0.8971790351111112,1.10826623221584,3.75,89.48707375,0,1,2,2
6110.265264,1.0,0.0,0.0,0.0,2717.253917,0.0,0.0,0.0,0.416667,14,0,6500.0,1502.205631,2864.380327,0.0,12,8.717889111578424,7.9077450108774645,7.315355194100754,0.9400408098461538,0.5244434954534584,0.0,125.18380258333333,1,0,2,2
9381.255094,1.0,5100.07,1147.83,3952.24,370.737197,1.0,0.25,0.916667,0.083333,1,46,9000.0,6409.496345,9827.045323,0.0,12,9.146575428243775,5.918187144935499,8.765691979834259,1.042361677111111,0.6522302619281406,425.0058333333333,534.1246954166667,2,3,1,1
1977.00709,1.0,1032.04,226.9,805.14,4335.919227,0.909091,0.090909,0.818182,0.545455,21,17,4000.0,3056.424974,910.707525,0.090909,11,7.589845096604949,8.374919519497766,8.025328328911934,0.4942517725,3.356099395357472,93.82181818181817,277.8568158181818,3,0,2,2
1321.47608,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1,1,1800.0,440.840439,312.560636,0.0,12,7.187261076612361,6.207901527566484,6.0909488191647725,0.7341533777777778,1.410415734500873,3.8041666666666667,36.73670325,0,1,0,0
1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,2400.0,0.0,312.343947,0.0,12,7.176803189581028,0.0,0.0,0.54488243375,0.0,33.800000000000004,0.0,1,1,0,0
2329.485768,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0,3,2400.0,0.0,312.343947,0.0,12,7.753832008950124,0.0,0.0,0.97061907,0.0,17.778333333333332,0.0,2,1,0,0
1139.782882,1.0,0.0,0.0,0.0,120.612912,0.0,0.0,0.0,0.083333,1,0,1200.0,151.823651,2906.110765,0.0,12,7.0394700442879845,4.800843148105448,5.029284648786022,0.9498190683333333,0.05224289893850623,0.0,12.651970916666668,3,1,0,0
1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0,11,6000.0,417.128532,389.138517,0.0,12,7.39077119748822,0.0,6.035788878081494,0.269992618,1.0719281535423029,61.620000000000005,34.760711,0,2,0,0
3505.671311,1.0,0.0,0.0,0.0,1713.984305,0.0,0.0,0.0,0.5,6,0,4000.0,0.0,312.343947,0.0,12,8.162422522052372,7.447159207954665,0.0,0.87641782775,0.0,0.0,0.0,1,1,0,0
4.708041,0.363636,79.0,0.0,79.0,0.0,0.25,0.0,0.166667,0.0,0,3,7000.0,217.820198,121.781205,1.0,12,1.7418758824899843,0.0,5.388250378901539,0.0006725772857142857,1.7886191715708513,6.583333333333333,18.15168316666667,2,2,0,0
0.0,0.0,0.0,0.0,0.0,89.849004,0.0,0.0,0.0,0.142857,1,0,3000.0,138.021428,312.343947,0.0,7,0.0,4.509198831656053,4.934628079522907,0.0,0.4418892356508512,0.0,19.717346857142854,3,2,0,0
4.875885,0.666667,20.0,20.0,0.0,0.0,0.111111,0.111111,0.0,0.0,0,1,1500.0,26.487919,60.913577,0.0,9,1.770856686983286,0.0,3.3137465990571076,0.0032505900000000003,0.4348442548366517,2.2222222222222223,2.943102111111111,0,2,0,0
